#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
ECFFIKGN_02201,870187.Thini_1327,4.49e-14,69.3,"COG0789@1|root,COG0789@2|Bacteria,1N9MT@1224|Proteobacteria,1SE7J@1236|Gammaproteobacteria,463ER@72273|Thiotrichales",72273|Thiotrichales,K,MerR HTH family regulatory protein,-,-,-,ko:K18997,-,-,-,-,"ko00000,ko03036",-,-,-,MerR_2
ECFFIKGN_02202,1122604.JONR01000026_gene3005,1.3499999999999998e-200,565,"COG0027@1|root,COG0027@2|Bacteria,1N3KA@1224|Proteobacteria,1RNTW@1236|Gammaproteobacteria,1X41K@135614|Xanthomonadales",135614|Xanthomonadales,F,"Involved in the de novo purine biosynthesis. Catalyzes the transfer of formate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR). Formate is provided by PurU via hydrolysis of 10-formyl-tetrahydrofolate",purT,-,2.1.2.2,ko:K08289,"ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130",M00048,"R04325,R04326","RC00026,RC00197,RC01128","ko00000,ko00001,ko00002,ko01000",-,-,-,"ATP-grasp,Epimerase"
ECFFIKGN_02203,1177181.T9A_02825,2.77e-43,143,"COG0640@1|root,COG0640@2|Bacteria,1MZT1@1224|Proteobacteria,1SAI5@1236|Gammaproteobacteria,1XK0J@135619|Oceanospirillales",135619|Oceanospirillales,K,Transcriptional,arsR-1,-,-,ko:K03892,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_5,LMWPc"
ECFFIKGN_02204,1121904.ARBP01000002_gene6764,2.52e-230,659,"COG0366@1|root,COG0366@2|Bacteria,4NEXF@976|Bacteroidetes,47MXA@768503|Cytophagia",976|Bacteroidetes,G,Belongs to the glycosyl hydrolase 13 family,-,-,3.2.1.135,ko:K21575,-,-,-,-,"ko00000,ko01000",-,GH13,-,"Alpha-amylase,Cyc-maltodext_C,Cyc-maltodext_N"
ECFFIKGN_02205,318167.Sfri_1777,2.39e-305,882,"COG1082@1|root,COG1082@2|Bacteria,1NNTS@1224|Proteobacteria,1RP3I@1236|Gammaproteobacteria,2QAKD@267890|Shewanellaceae",1236|Gammaproteobacteria,G,"Glycosyl-hydrolase 97 C-terminal, oligomerisation",-,-,3.2.1.20,ko:K01187,"ko00052,ko00500,ko01100,map00052,map00500,map01100",-,"R00028,R00801,R00802,R06087,R06088","RC00028,RC00049,RC00077","ko00000,ko00001,ko01000",-,GH31,-,"GH97_C,GH97_N,Glyco_hydro_97"
ECFFIKGN_02206,876044.IMCC3088_536,2.0099999999999994e-232,655,"COG2211@1|root,COG2211@2|Bacteria,1MX4Z@1224|Proteobacteria,1RRNW@1236|Gammaproteobacteria,1J5JN@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,G,COG0477 Permeases of the major facilitator superfamily,malT,-,-,ko:K16211,-,-,-,-,"ko00000,ko02000",2.A.2.6,-,-,MFS_1
ECFFIKGN_02207,314225.ELI_08795,2.2199999999999994e-165,482,"COG1505@1|root,COG1505@2|Bacteria,1NZ7N@1224|Proteobacteria,2TTAX@28211|Alphaproteobacteria,2KDD3@204457|Sphingomonadales",204457|Sphingomonadales,E,COG1505 Serine proteases of the peptidase family S9A,-,-,3.4.21.26,ko:K01322,"ko04614,map04614",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,"Peptidase_S9,Peptidase_S9_N"
ECFFIKGN_02208,1545915.JROG01000004_gene1747,5.9e-79,242,"COG0625@1|root,COG0625@2|Bacteria,1RA05@1224|Proteobacteria,2TS58@28211|Alphaproteobacteria,2K1M0@204457|Sphingomonadales",204457|Sphingomonadales,O,Glutathione S-transferase,-,-,2.5.1.18,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",-,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905","RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944","ko00000,ko00001,ko01000,ko02000","1.A.12.2.2,1.A.12.3.2",-,-,"GST_C,GST_C_2,GST_N,GST_N_3"
ECFFIKGN_02209,685778.AORL01000004_gene3475,4.3799999999999995e-211,604,"COG2234@1|root,COG2234@2|Bacteria,1MV86@1224|Proteobacteria,2TVJ5@28211|Alphaproteobacteria,2K04D@204457|Sphingomonadales",204457|Sphingomonadales,S,"Peptidase, M28",-,-,-,-,-,-,-,-,-,-,-,-,"PA,Peptidase_M28"
ECFFIKGN_02210,279714.FuraDRAFT_3593,1.24e-14,74.7,"2EH3D@1|root,33AVD@2|Bacteria,1QR7N@1224|Proteobacteria,2VWFP@28216|Betaproteobacteria,2KRV4@206351|Neisseriales",206351|Neisseriales,S,Protein of unknown function (DUF3592),-,-,-,-,-,-,-,-,-,-,-,-,DUF3592
ECFFIKGN_02212,1123073.KB899241_gene3395,9.59e-225,634,"COG0624@1|root,COG0624@2|Bacteria,1R96A@1224|Proteobacteria,1RSD6@1236|Gammaproteobacteria,1X5K9@135614|Xanthomonadales",135614|Xanthomonadales,E,Peptidase dimerisation domain,-,-,-,-,-,-,-,-,-,-,-,-,"M20_dimer,Peptidase_M20"
ECFFIKGN_02213,1328313.DS2_18283,6.09e-25,101,"2D8N1@1|root,32TRM@2|Bacteria,1N4W0@1224|Proteobacteria,1SBF0@1236|Gammaproteobacteria,46852@72275|Alteromonadaceae",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_02214,1134474.O59_002262,5.12e-11,62,"COG1476@1|root,COG1476@2|Bacteria,1N58S@1224|Proteobacteria,1T30H@1236|Gammaproteobacteria",1236|Gammaproteobacteria,K,Helix-turn-helix XRE-family like proteins,-,-,-,-,-,-,-,-,-,-,-,-,HTH_31
ECFFIKGN_02215,379066.GAU_0968,3.41e-138,410,"COG3550@1|root,COG3550@2|Bacteria",2|Bacteria,S,kinase activity,-,-,2.7.11.1,ko:K07154,-,-,-,-,"ko00000,ko01000,ko01001,ko02048",-,-,-,"Couple_hipA,HipA_C"
ECFFIKGN_02216,1123073.KB899242_gene1378,7.63e-15,83.2,"2DEWH@1|root,2ZPJ0@2|Bacteria,1P5UM@1224|Proteobacteria,1ST8K@1236|Gammaproteobacteria",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_02218,1330700.JQNC01000003_gene1085,1.1599999999999999e-35,136,"COG4585@1|root,COG4585@2|Bacteria,1WJNH@1297|Deinococcus-Thermus",1297|Deinococcus-Thermus,T,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",-,-,-,-,-,-,-,-,-,-,-,-,"GAF,GAF_2,GAF_3,HATPase_c,HATPase_c_2,HisKA_3,PAS,PAS_4,PAS_8"
ECFFIKGN_02219,1340434.AXVA01000011_gene3137,8.910000000000001e-27,103,"COG2172@1|root,COG2172@2|Bacteria,1V6Y4@1239|Firmicutes,4HIQU@91061|Bacilli,1ZG7T@1386|Bacillus",91061|Bacilli,T,COG2172 Anti-sigma regulatory factor (Ser Thr protein kinase),rsbT,-,2.7.11.1,ko:K17752,-,-,-,-,"ko00000,ko01000,ko01001,ko03021",-,-,-,"HATPase_c,HATPase_c_2"
ECFFIKGN_02221,1234364.AMSF01000010_gene543,3.51e-88,278,"COG1215@1|root,COG1215@2|Bacteria,1QUFX@1224|Proteobacteria,1RN4M@1236|Gammaproteobacteria,1X5SH@135614|Xanthomonadales",135614|Xanthomonadales,M,Glycosyltransferase like family 2,-,-,-,-,-,-,-,-,-,-,-,-,Glyco_tranf_2_3
ECFFIKGN_02223,479434.Sthe_1134,8.48e-150,439,"COG1004@1|root,COG1004@2|Bacteria,2G62F@200795|Chloroflexi,27XRP@189775|Thermomicrobia",2|Bacteria,C,Belongs to the UDP-glucose GDP-mannose dehydrogenase family,algD,-,"1.1.1.132,1.1.1.22","ko:K00012,ko:K00066","ko00040,ko00051,ko00053,ko00520,ko01100,ko02020,map00040,map00051,map00053,map00520,map01100,map02020","M00014,M00129,M00361,M00362","R00286,R00880",RC00291,"ko00000,ko00001,ko00002,ko01000",-,-,-,"UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N"
ECFFIKGN_02224,1267535.KB906767_gene4916,1.7100000000000002e-86,276,"COG0438@1|root,COG0438@2|Bacteria,3Y64B@57723|Acidobacteria",57723|Acidobacteria,M,"PFAM Glycosyl transferase, group 1",-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_trans_1_4,Glyco_transf_4"
ECFFIKGN_02225,1267535.KB906767_gene5013,1.19e-167,501,"COG0367@1|root,COG0367@2|Bacteria,3Y75N@57723|Acidobacteria",57723|Acidobacteria,E,Asparagine synthase,-,-,6.3.5.4,ko:K01953,"ko00250,ko01100,ko01110,map00250,map01100,map01110",-,R00578,RC00010,"ko00000,ko00001,ko01000,ko01002",-,-,-,"Asn_synthase,GATase_7"
ECFFIKGN_02226,29581.BW37_02126,4.4799999999999994e-96,319,"COG5360@1|root,COG5360@2|Bacteria,1MZ5X@1224|Proteobacteria,2VX6D@28216|Betaproteobacteria,4758Q@75682|Oxalobacteraceae",28216|Betaproteobacteria,S,Heparinase II/III N-terminus,-,-,-,-,-,-,-,-,-,-,-,-,"Hepar_II_III,Hepar_II_III_N"
ECFFIKGN_02227,1499967.BAYZ01000026_gene1631,3.2099999999999994e-177,525,"COG0367@1|root,COG0367@2|Bacteria,2NNKE@2323|unclassified Bacteria",2|Bacteria,E,PFAM asparagine synthase,asnB,-,6.3.5.4,ko:K01953,"ko00250,ko01100,ko01110,map00250,map01100,map01110",-,R00578,RC00010,"ko00000,ko00001,ko01000,ko01002",-,-,-,"Asn_synthase,GATase_7"
ECFFIKGN_02228,483219.LILAB_24080,4.0499999999999997e-57,205,"COG2244@1|root,COG2244@2|Bacteria,1P0EB@1224|Proteobacteria,431IR@68525|delta/epsilon subdivisions,2WW7D@28221|Deltaproteobacteria",28221|Deltaproteobacteria,S,Polysaccharide biosynthesis protein,-,-,-,-,-,-,-,-,-,-,-,-,"Polysacc_synt,Polysacc_synt_3,Polysacc_synt_C"
ECFFIKGN_02229,290397.Adeh_2639,1.2600000000000001e-64,218,"COG0438@1|root,COG0438@2|Bacteria,1MU9C@1224|Proteobacteria,42UIR@68525|delta/epsilon subdivisions,2WTWT@28221|Deltaproteobacteria,2Z2XU@29|Myxococcales",28221|Deltaproteobacteria,M,Glycosyltransferase Family 4,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_transf_4,Glycos_transf_1"
ECFFIKGN_02230,757424.Hsero_2764,9.37e-22,105,"COG3307@1|root,COG3307@2|Bacteria,1PX0E@1224|Proteobacteria,2VKT7@28216|Betaproteobacteria,474KQ@75682|Oxalobacteraceae",28216|Betaproteobacteria,M,O-Antigen ligase,-,-,-,-,-,-,-,-,-,-,-,-,Wzy_C
ECFFIKGN_02231,75379.Tint_1299,1.3599999999999998e-56,198,"COG1086@1|root,COG2148@1|root,COG1086@2|Bacteria,COG2148@2|Bacteria,1MV6W@1224|Proteobacteria,2VIY4@28216|Betaproteobacteria,1KJZ4@119065|unclassified Burkholderiales",28216|Betaproteobacteria,M,"TIGRFAM sugar transferase, PEP-CTERM system associated",wcaJ,-,2.7.8.40,ko:K21303,-,-,-,-,"ko00000,ko01000,ko01003,ko01005",-,-,-,"Bac_transf,CoA_binding_3"
ECFFIKGN_02232,1278073.MYSTI_04713,1.49e-29,118,"COG0489@1|root,COG0489@2|Bacteria,1MVI9@1224|Proteobacteria,42QS3@68525|delta/epsilon subdivisions,2WMX0@28221|Deltaproteobacteria",28221|Deltaproteobacteria,D,Capsular exopolysaccharide family,-,-,2.7.10.1,ko:K08252,-,-,-,-,"ko00000,ko01000",-,-,-,"AAA_31,CbiA,ParA"
ECFFIKGN_02233,378806.STAUR_3660,1.4399999999999998e-47,179,"COG3206@1|root,COG3206@2|Bacteria,1MVBX@1224|Proteobacteria,42M2D@68525|delta/epsilon subdivisions,2WJU6@28221|Deltaproteobacteria,2YVTE@29|Myxococcales",28221|Deltaproteobacteria,M,Chain length determinant protein,wzc1,-,-,-,-,-,-,-,-,-,-,-,"GNVR,Wzz"
ECFFIKGN_02234,1242864.D187_010007,8.99e-34,124,"COG1596@1|root,COG1596@2|Bacteria,1N6I6@1224|Proteobacteria,42UGK@68525|delta/epsilon subdivisions,2WQTF@28221|Deltaproteobacteria,2YVVS@29|Myxococcales",28221|Deltaproteobacteria,M,Polysaccharide biosynthesis/export protein,-,-,-,ko:K01991,"ko02026,map02026",-,-,-,"ko00000,ko00001,ko02000",1.B.18,-,-,"Poly_export,SLBB"
ECFFIKGN_02235,1278309.KB907102_gene32,2.59e-11,72.8,"COG5338@1|root,COG5338@2|Bacteria,1R56M@1224|Proteobacteria,1S0PC@1236|Gammaproteobacteria,1XJMI@135619|Oceanospirillales",135619|Oceanospirillales,S,Putative beta-barrel porin 2,-,-,-,ko:K20920,"ko05111,map05111",-,-,-,"ko00000,ko00001,ko02000","1.B.66.3.1,1.B.66.3.2",-,-,BBP2_2
ECFFIKGN_02236,1500890.JQNL01000001_gene3576,1.0900000000000001e-277,771,"COG0539@1|root,COG0539@2|Bacteria,1MVAV@1224|Proteobacteria,1RMFY@1236|Gammaproteobacteria,1X3UC@135614|Xanthomonadales",135614|Xanthomonadales,J,thus facilitating recognition of the initiation point. It is needed to translate mRNA with a short Shine-Dalgarno (SD) purine-rich sequence,rpsA,-,-,ko:K02945,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,S1
ECFFIKGN_02237,519989.ECTPHS_08276,6.879999999999999e-47,152,"COG0776@1|root,COG0776@2|Bacteria,1MZ7M@1224|Proteobacteria,1S8XZ@1236|Gammaproteobacteria,1WYM5@135613|Chromatiales",135613|Chromatiales,K,"This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control",himD,-,-,ko:K05788,-,-,-,-,"ko00000,ko03032,ko03036,ko03400",-,-,-,Bac_DNA_binding
ECFFIKGN_02238,1444770.AF72_08345,5.58e-6,48.1,"2AQYG@1|root,31G76@2|Bacteria,1QDZK@1224|Proteobacteria,1TA8D@1236|Gammaproteobacteria,1X8IG@135614|Xanthomonadales",135614|Xanthomonadales,S,Lipopolysaccharide assembly protein A domain,-,-,-,ko:K08992,-,-,-,-,ko00000,-,-,-,LapA_dom
ECFFIKGN_02239,1123073.KB899242_gene997,1.98e-114,346,"COG2956@1|root,COG2956@2|Bacteria,1MVDP@1224|Proteobacteria,1RP29@1236|Gammaproteobacteria,1X361@135614|Xanthomonadales",135614|Xanthomonadales,G,"Modulates cellular lipopolysaccharide (LPS) levels by regulating LpxC, which is involved in lipid A biosynthesis. May act by modulating the proteolytic activity of FtsH towards LpxC. May also coordinate assembly of proteins involved in LPS synthesis at the plasma membrane",lapB,-,-,ko:K19804,-,-,-,-,ko00000,-,-,-,"TPR_16,TPR_7"
ECFFIKGN_02240,1123377.AUIV01000002_gene1082,9.129999999999999e-52,181,"COG0472@1|root,COG0472@2|Bacteria,1MWYW@1224|Proteobacteria,1RNAP@1236|Gammaproteobacteria,1X4RV@135614|Xanthomonadales",135614|Xanthomonadales,M,UDP-N-acetylmuramyl pentapeptide phosphotransferase UDP-N-acetylglucosamine-1-phosphate transferase,rfb303,-,-,-,-,-,-,-,-,-,-,-,Glycos_transf_4
ECFFIKGN_02241,1123073.KB899242_gene995,3.2699999999999995e-231,662,"COG1086@1|root,COG1086@2|Bacteria,1MWKY@1224|Proteobacteria,1RNQ2@1236|Gammaproteobacteria,1X4MS@135614|Xanthomonadales",135614|Xanthomonadales,GM,Multidrug MFS transporter,-,-,-,-,-,-,-,-,-,-,-,-,"CoA_binding_3,Polysacc_synt_2"
ECFFIKGN_02242,557598.LHK_02876,1.1299999999999998e-99,301,"COG1210@1|root,COG1210@2|Bacteria,1MV5F@1224|Proteobacteria,2VH00@28216|Betaproteobacteria,2KQ12@206351|Neisseriales",206351|Neisseriales,M,"Psort location Cytoplasmic, score 8.96",galU,-,2.7.7.9,ko:K00963,"ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130","M00129,M00361,M00362,M00549",R00289,RC00002,"ko00000,ko00001,ko00002,ko01000",-,-,-,NTP_transferase
ECFFIKGN_02243,414684.RC1_3371,1.96e-105,320,"COG0627@1|root,COG0627@2|Bacteria,1QIRQ@1224|Proteobacteria,2TUU5@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Putative esterase,-,-,-,-,-,-,-,-,-,-,-,-,Esterase
ECFFIKGN_02244,666685.R2APBS1_1837,3.02e-75,231,"COG0316@1|root,COG0694@1|root,COG0316@2|Bacteria,COG0694@2|Bacteria,1MU8Y@1224|Proteobacteria,1RN7J@1236|Gammaproteobacteria,1X4F3@135614|Xanthomonadales",135614|Xanthomonadales,C,"Involved in iron-sulfur cluster biogenesis. Binds a 4Fe- 4S cluster, can transfer this cluster to apoproteins, and thereby intervenes in the maturation of Fe S proteins. Could also act as a scaffold chaperone for damaged Fe S proteins",nfuA,-,-,ko:K07400,-,-,-,-,ko00000,-,-,-,"Fe-S_biosyn,NifU"
ECFFIKGN_02245,1500890.JQNL01000001_gene3335,1.7700000000000001e-29,109,"COG2863@1|root,COG2863@2|Bacteria,1N7W9@1224|Proteobacteria,1S90Z@1236|Gammaproteobacteria,1X7SR@135614|Xanthomonadales",135614|Xanthomonadales,C,cytochrome,-,-,-,-,-,-,-,-,-,-,-,-,Cytochrom_C
ECFFIKGN_02246,1384056.N787_01360,4.22e-35,123,"COG2863@1|root,COG2863@2|Bacteria,1MZU1@1224|Proteobacteria,1SBJR@1236|Gammaproteobacteria,1X7P5@135614|Xanthomonadales",135614|Xanthomonadales,C,cytochrome,-,-,-,-,-,-,-,-,-,-,-,-,Cytochrom_C
ECFFIKGN_02247,1335757.SPICUR_06720,0,1186,"COG0587@1|root,COG0587@2|Bacteria,1MUE4@1224|Proteobacteria,1RQA8@1236|Gammaproteobacteria,1WW62@135613|Chromatiales",135613|Chromatiales,L,DNA polymerase involved in damage-induced mutagenesis and translesion synthesis (TLS). It is not the major replicative DNA polymerase,dnaE2,-,2.7.7.7,ko:K14162,-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,"DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon"
ECFFIKGN_02248,1122604.JONR01000001_gene1908,1.52e-45,159,"COG5495@1|root,COG5495@2|Bacteria,1N50Y@1224|Proteobacteria,1SBC4@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Domain of unknown function (DUF2520),-,-,-,-,-,-,-,-,-,-,-,-,DUF2520
ECFFIKGN_02249,264462.Bd3560,8.76e-102,304,"COG0413@1|root,COG0413@2|Bacteria,1MU3B@1224|Proteobacteria,42MES@68525|delta/epsilon subdivisions,2MSX4@213481|Bdellovibrionales,2WIQK@28221|Deltaproteobacteria",213481|Bdellovibrionales,H,"Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha-ketoisovalerate to form ketopantoate",panB,-,2.1.2.11,ko:K00606,"ko00770,ko01100,ko01110,map00770,map01100,map01110",M00119,R01226,"RC00022,RC00200","ko00000,ko00001,ko00002,ko01000",-,-,-,Pantoate_transf
ECFFIKGN_02250,264462.Bd3561,7.62e-84,258,"COG0414@1|root,COG0414@2|Bacteria,1MV1S@1224|Proteobacteria,42N3J@68525|delta/epsilon subdivisions,2MT29@213481|Bdellovibrionales,2WJ19@28221|Deltaproteobacteria",213481|Bdellovibrionales,H,Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate,panC,"GO:0003674,GO:0003824,GO:0004592,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006573,GO:0006575,GO:0006732,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009081,GO:0009108,GO:0009110,GO:0009987,GO:0015939,GO:0015940,GO:0016053,GO:0016874,GO:0016879,GO:0016881,GO:0019752,GO:0032787,GO:0033317,GO:0034641,GO:0042364,GO:0042398,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:1901564,GO:1901566,GO:1901576,GO:1901605",6.3.2.1,ko:K01918,"ko00410,ko00770,ko01100,ko01110,map00410,map00770,map01100,map01110",M00119,R02473,"RC00096,RC00141","ko00000,ko00001,ko00002,ko01000",-,-,-,Pantoate_ligase
ECFFIKGN_02251,379066.GAU_2195,8.68e-92,291,"COG0452@1|root,COG0452@2|Bacteria,1ZV19@142182|Gemmatimonadetes",142182|Gemmatimonadetes,H,"Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4-phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine",-,-,"4.1.1.36,6.3.2.5",ko:K13038,"ko00770,ko01100,map00770,map01100",M00120,"R03269,R04231","RC00064,RC00090,RC00822","ko00000,ko00001,ko00002,ko01000",-,-,-,"DFP,Flavoprotein"
ECFFIKGN_02252,264462.Bd3564,6.169999999999999e-106,314,"COG1521@1|root,COG1521@2|Bacteria,1MUYA@1224|Proteobacteria,42MVZ@68525|delta/epsilon subdivisions,2MTS4@213481|Bdellovibrionales,2WJ3N@28221|Deltaproteobacteria",213481|Bdellovibrionales,F,"Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis",coaX,-,2.7.1.33,ko:K03525,"ko00770,ko01100,map00770,map01100",M00120,"R02971,R03018,R04391","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,iAF987.Gmet_1986,Pan_kinase
ECFFIKGN_02253,187272.Mlg_0268,4.2899999999999996e-72,224,"COG2928@1|root,COG2928@2|Bacteria,1R79M@1224|Proteobacteria,1S6CC@1236|Gammaproteobacteria,1WZFF@135613|Chromatiales",135613|Chromatiales,S,Protein of unknown function (DUF502),-,-,-,-,-,-,-,-,-,-,-,-,DUF502
ECFFIKGN_02254,935567.JAES01000004_gene21,2.6199999999999995e-159,448,"COG0588@1|root,COG0588@2|Bacteria,1MUVE@1224|Proteobacteria,1RNCX@1236|Gammaproteobacteria,1X3TJ@135614|Xanthomonadales",135614|Xanthomonadales,G,Belongs to the phosphoglycerate mutase family. BPG- dependent PGAM subfamily,gpmA,"GO:0003674,GO:0003824,GO:0004619,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006109,GO:0006139,GO:0006140,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009894,GO:0009987,GO:0010675,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016866,GO:0016868,GO:0017144,GO:0018130,GO:0019219,GO:0019220,GO:0019222,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0031323,GO:0031329,GO:0032787,GO:0034248,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0043455,GO:0043456,GO:0043470,GO:0043471,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046538,GO:0046700,GO:0046939,GO:0050789,GO:0050794,GO:0051171,GO:0051174,GO:0051186,GO:0051188,GO:0051193,GO:0051196,GO:0055086,GO:0060255,GO:0062012,GO:0065007,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0080090,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1902031",5.4.2.11,ko:K01834,"ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230","M00001,M00002,M00003",R01518,RC00536,"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,His_Phos_1
ECFFIKGN_02255,1265490.JHVY01000006_gene1895,1.86e-95,303,"COG0389@1|root,COG0389@2|Bacteria,1MU5X@1224|Proteobacteria,1S28B@1236|Gammaproteobacteria",1236|Gammaproteobacteria,L,nucleotidyltransferase DNA polymerase involved in DNA repair,imuB,-,-,ko:K14161,-,-,-,-,"ko00000,ko03400",-,-,-,IMS
ECFFIKGN_02256,292415.Tbd_0830,1.13e-44,155,"COG4544@1|root,COG4544@2|Bacteria,1MZQU@1224|Proteobacteria,2VUGI@28216|Betaproteobacteria",28216|Betaproteobacteria,S,"Component of the SOS system and an inhibitor of cell division. Accumulation of SulA causes rapid cessation of cell division and the appearance of long, non-septate filaments. In the presence of GTP, binds a polymerization-competent form of FtsZ in a 1 1 ratio, thus inhibiting FtsZ polymerization and therefore preventing it from participating in the assembly of the Z ring. This mechanism prevents the premature segregation of damaged DNA to daughter cells during cell division",-,-,-,"ko:K13053,ko:K14160",-,-,-,-,"ko00000,ko03036,ko03400",-,-,-,SulA
